,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSMUSG00000073374,35.18518298,-0.549537854,0.640135559,-0.858471065,0.390632402,0.829892358
ENSMUSG00000027522,1178.835642,-0.206534324,0.240762625,-0.857833825,0.390984229,0.830497014
ENSMUSG00000007216,53.25061375,-0.394260626,0.459756159,-0.857542891,0.391144922,0.83069554
ENSMUSG00000018820,1047.1349,-0.189299585,0.220865209,-0.857081955,0.391399593,0.830704991
ENSMUSG00000026377,525.0589104,-0.159909553,0.186579538,-0.857058361,0.391412632,0.830704991
ENSMUSG00000059775,211.8008733,0.251784175,0.293722806,0.857216976,0.391324982,0.830704991
ENSMUSG00000061306,2593.977321,0.099483486,0.116076897,0.857048113,0.391418295,0.830704991
ENSMUSG00000032518,40232.15855,-0.203042985,0.236948541,-0.856907512,0.391496001,0.830727218
ENSMUSG00000030654,3749.586398,-0.126921579,0.148140642,-0.856764065,0.391575289,0.830752794
ENSMUSG00000019806,665.841789,0.166521343,0.194436653,0.856429795,0.39176009,0.830859538
ENSMUSG00000025732,40.08818132,0.517449514,0.604113824,0.856543078,0.391697455,0.830859538
ENSMUSG00000097779,21.23048938,0.408749588,0.477354213,0.856281514,0.391842084,0.830890817
ENSMUSG00000037426,451.2262643,-0.173884158,0.203152893,-0.855927552,0.392037854,0.831139839
ENSMUSG00000041716,24.58078627,0.349378646,0.40829363,0.855704376,0.392161319,0.831139839
ENSMUSG00000047045,857.5462278,-0.123356971,0.144140107,-0.855812955,0.392101248,0.831139839
ENSMUSG00000007415,412.5946673,-0.170725204,0.199543997,-0.85557675,0.392231935,0.831146936
ENSMUSG00000043311,302.0809263,0.154543555,0.180656886,0.855453446,0.392300166,0.831148981
ENSMUSG00000099034,25.51211463,-0.363737298,0.425433393,-0.8549806,0.392561888,0.831560892
ENSMUSG00000025766,94.28129377,-0.364746087,0.426717159,-0.854772487,0.392677113,0.831662393
ENSMUSG00000030505,291.7428695,-0.174149152,0.203825035,-0.854405112,0.392880564,0.831814695
ENSMUSG00000032112,359.2115963,-0.160187146,0.187538413,-0.854156456,0.393018306,0.831814695
ENSMUSG00000049600,247.3075702,-0.267988216,0.313713847,-0.854244143,0.392969729,0.831814695
ENSMUSG00000057069,535.8648884,-0.166478563,0.19490159,-0.854167293,0.393012302,0.831814695
ENSMUSG00000020111,491.1281101,-0.122450822,0.14340258,-0.85389553,0.393162876,0.831929448
ENSMUSG00000022814,526.8709049,0.140682354,0.164814459,0.853580169,0.39333765,0.831929448
ENSMUSG00000022820,213.8361866,0.170553974,0.199849386,0.853412549,0.393430565,0.831929448
ENSMUSG00000027534,69.42460126,0.234390183,0.274794481,0.852965394,0.393678495,0.831929448
ENSMUSG00000027665,2408.435101,0.150728053,0.176684418,0.853091937,0.393608322,0.831929448
ENSMUSG00000028613,251.6743681,-0.369315077,0.432947124,-0.853025824,0.393644984,0.831929448
ENSMUSG00000031232,338.3914514,-0.178646716,0.209347791,-0.853348941,0.393465827,0.831929448
ENSMUSG00000060044,21.63131351,0.520577745,0.609897105,0.853550116,0.393354308,0.831929448
ENSMUSG00000061533,124.1972356,0.190910734,0.22373956,0.853272145,0.393508403,0.831929448
ENSMUSG00000021108,5777.452437,0.126905345,0.148818622,0.852751781,0.393796969,0.831967736
ENSMUSG00000032786,259.6594907,0.200466215,0.235098608,0.852689925,0.39383128,0.831967736
ENSMUSG00000030528,246.4209135,-0.178240196,0.209064687,-0.85256003,0.393903336,0.831977713
ENSMUSG00000037902,35.11754742,-0.646101988,0.758045692,-0.852325916,0.394033226,0.832109817
ENSMUSG00000027167,66.39656488,-0.266676407,0.312947732,-0.852143601,0.394134395,0.832181235
ENSMUSG00000029125,123.6138268,-0.234304496,0.275062953,-0.851821353,0.394313253,0.832371069
ENSMUSG00000057506,340.3415564,-0.163323347,0.191752837,-0.851738882,0.394359035,0.832371069
ENSMUSG00000028051,36.77867841,-0.365273367,0.428984691,-0.851483456,0.39450085,0.832386014
ENSMUSG00000049866,3132.153261,-0.164981737,0.193749513,-0.851520782,0.394480124,0.832386014
ENSMUSG00000044702,76.05549775,-0.263104886,0.309110547,-0.85116761,0.394676253,0.832613928
ENSMUSG00000020368,2787.183079,0.108669348,0.127722593,0.85082322,0.394867561,0.832759399
ENSMUSG00000031818,2072.039974,0.24667139,0.28992848,0.850800825,0.394880003,0.832759399
ENSMUSG00000016757,361.2282978,-0.174811859,0.205584085,-0.850318053,0.395148282,0.83302677
ENSMUSG00000028587,83.21907834,0.282382985,0.332133711,0.850208742,0.395209042,0.83302677
ENSMUSG00000106037,1655.243087,-0.227315101,0.267318434,-0.850353255,0.395128717,0.83302677
ENSMUSG00000001521,95.27346725,-0.461257314,0.543233987,-0.849095094,0.39582838,0.833198995
ENSMUSG00000005465,2355.437019,0.142550145,0.168074033,0.848139014,0.396360556,0.833198995
ENSMUSG00000006169,3746.317085,-0.115556061,0.136249235,-0.848122641,0.396369674,0.833198995
ENSMUSG00000008333,516.6461749,0.185426388,0.218231849,0.84967611,0.395505184,0.833198995
ENSMUSG00000011114,1011.807557,0.120243537,0.141742102,0.848326185,0.396256339,0.833198995
ENSMUSG00000017390,70.46869632,0.396411257,0.466867853,0.84908664,0.395833084,0.833198995
ENSMUSG00000020656,357.2751422,0.202870077,0.23918022,0.848189187,0.396332618,0.833198995
ENSMUSG00000027365,2118.317836,-0.119472974,0.14085157,-0.848218972,0.396316033,0.833198995
ENSMUSG00000027423,1634.829138,-0.16711199,0.197002685,-0.848272653,0.396286144,0.833198995
ENSMUSG00000028284,1579.282094,0.132429779,0.155981263,0.849010813,0.395875275,0.833198995
ENSMUSG00000031622,2082.334283,0.124667177,0.146819172,0.849120556,0.395814213,0.833198995
ENSMUSG00000033272,1155.89546,0.10698916,0.125919425,0.849663662,0.395512107,0.833198995
ENSMUSG00000038855,19531.24571,0.150425624,0.177228146,0.848768252,0.396010259,0.833198995
ENSMUSG00000045690,1995.828071,-0.274184834,0.322816998,-0.849350673,0.395686192,0.833198995
ENSMUSG00000047989,338.1366465,0.12893505,0.151902401,0.848801925,0.395991519,0.833198995
ENSMUSG00000079179,558.0032143,0.213646159,0.251863265,0.848262485,0.396291805,0.833198995
ENSMUSG00000027312,827.0768275,-0.167743721,0.197915207,-0.847553475,0.396686694,0.833440026
ENSMUSG00000034429,370.5644814,-0.138754424,0.163692168,-0.847654629,0.396630341,0.833440026
ENSMUSG00000091994,19.35756737,-0.507890667,0.599204988,-0.847607541,0.396656573,0.833440026
ENSMUSG00000030660,1026.906917,0.105418519,0.124428675,0.847220459,0.396872252,0.833633946
ENSMUSG00000033216,281.2180728,-0.194694302,0.22985672,-0.847024623,0.396981397,0.833633946
ENSMUSG00000108283,33.75639419,-0.311910503,0.368215126,-0.847087697,0.396946242,0.833633946
ENSMUSG00000056305,839.7238172,0.113213967,0.133715342,0.846678961,0.397174089,0.833896863
ENSMUSG00000034187,653.7149796,-0.193233807,0.228484923,-0.845717978,0.397710091,0.834592196
ENSMUSG00000038126,483.3718209,-0.123534388,0.146074917,-0.845691991,0.397724592,0.834592196
ENSMUSG00000039458,1859.079773,0.12765909,0.150968497,0.845600855,0.397775448,0.834592196
ENSMUSG00000051341,794.7310582,-0.162516085,0.192139746,-0.845822317,0.397651874,0.834592196
ENSMUSG00000015790,388.8999561,-0.136542532,0.161838916,-0.843694058,0.398840389,0.834737635
ENSMUSG00000018425,2228.584137,-0.109442278,0.129693088,-0.843855903,0.398749932,0.834737635
ENSMUSG00000020794,742.6411118,-0.124036353,0.147132946,-0.843022285,0.39921598,0.834737635
ENSMUSG00000021252,258.3532675,-0.163606702,0.193692049,-0.844674333,0.398292694,0.834737635
ENSMUSG00000022706,207.9806793,-0.187532488,0.222292957,-0.843627666,0.3988775,0.834737635
ENSMUSG00000025575,1104.933574,-0.175463227,0.207682447,-0.844863057,0.398187303,0.834737635
ENSMUSG00000025979,689.5175033,0.110337507,0.1306233,0.844700037,0.398278339,0.834737635
ENSMUSG00000028974,317.100356,-0.174020312,0.206300988,-0.843526312,0.398934157,0.834737635
ENSMUSG00000036712,2634.396029,-0.125361664,0.14867487,-0.843193367,0.399120308,0.834737635
ENSMUSG00000037656,180.6381464,-0.15671111,0.185976519,-0.842639229,0.399430244,0.834737635
ENSMUSG00000039264,22660.26793,-0.183379741,0.217669765,-0.842467675,0.399526226,0.834737635
ENSMUSG00000039318,879.7720052,0.197509459,0.234040853,0.84391018,0.398719599,0.834737635
ENSMUSG00000039357,292.9630942,-0.225651551,0.267407406,-0.843849294,0.398753626,0.834737635
ENSMUSG00000040560,298.8692689,0.183145506,0.216997569,0.843997961,0.398670545,0.834737635
ENSMUSG00000041415,2246.860053,0.112320379,0.133254573,0.842900747,0.399283956,0.834737635
ENSMUSG00000041907,23.21737204,0.412165381,0.488285696,0.844107014,0.398609609,0.834737635
ENSMUSG00000051853,3520.625899,0.132960651,0.157825354,0.842454321,0.399533698,0.834737635
ENSMUSG00000053477,135.5493318,-0.41737082,0.495125766,-0.8429592,0.399251263,0.834737635
ENSMUSG00000059336,336.8576856,0.408696588,0.48426362,0.843954761,0.398694686,0.834737635
ENSMUSG00000067786,37.44039641,0.393992529,0.467217542,0.843274265,0.399075072,0.834737635
ENSMUSG00000070343,170.5018922,-0.30159527,0.357659004,-0.843248083,0.399089712,0.834737635
ENSMUSG00000071041,813.5736844,0.220564589,0.261124237,0.844672986,0.398293446,0.834737635
ENSMUSG00000072082,84.41036064,0.303959698,0.360638581,0.842837437,0.399319367,0.834737635
ENSMUSG00000074797,261.681894,-0.137254998,0.162405308,-0.845138619,0.398033448,0.834737635
ENSMUSG00000117814,28.72024607,-0.351296202,0.416931515,-0.842575313,0.399466003,0.834737635
ENSMUSG00000021147,995.7195953,0.105198578,0.124894786,0.842297594,0.399621397,0.83477971
ENSMUSG00000030842,487.5745003,-0.155833009,0.185077203,-0.841989214,0.399793991,0.834999079
ENSMUSG00000032126,103.4520832,-0.273209473,0.324639549,-0.841577909,0.400024259,0.835338811
ENSMUSG00000018659,366.4132721,0.316250769,0.375911803,0.84128981,0.400185598,0.835393351
ENSMUSG00000021051,906.0163486,-0.120070544,0.142716134,-0.841324249,0.40016631,0.835393351
ENSMUSG00000003438,436.0903774,-0.131314402,0.156234196,-0.840497187,0.400629678,0.835639207
ENSMUSG00000028797,1449.384466,-0.138308908,0.164539177,-0.840583445,0.400581336,0.835639207
ENSMUSG00000035011,2029.157607,-0.162809453,0.193710996,-0.840476052,0.400641523,0.835639207
ENSMUSG00000067928,117.5647951,-0.389917358,0.463893835,-0.840531449,0.400610476,0.835639207
ENSMUSG00000076614,36.49430317,-0.61558445,0.732344608,-0.840566646,0.400590751,0.835639207
ENSMUSG00000026189,19.33718698,-0.563994997,0.671381981,-0.84005084,0.400879882,0.835979796
ENSMUSG00000027698,170.5989052,-0.158582161,0.188825056,-0.839836428,0.401000106,0.835979796
ENSMUSG00000066553,43.15427059,0.306023204,0.364442291,0.839702776,0.401075057,0.835979796
ENSMUSG00000082192,17.67569977,-0.428049046,0.509788702,-0.839659734,0.401099197,0.835979796
ENSMUSG00000112627,55.14572349,0.258474693,0.307861368,0.839581446,0.401143106,0.835979796
ENSMUSG00000006673,2088.464156,0.094041922,0.112048673,0.839295278,0.401303633,0.836173303
ENSMUSG00000025006,121.4216794,-0.221398395,0.263944873,-0.838805437,0.401578499,0.836322929
ENSMUSG00000028599,18233.96784,0.207719221,0.247630381,0.838827691,0.401566009,0.836322929
ENSMUSG00000091905,188.6964752,0.28438923,0.338958874,0.839008066,0.401464783,0.836322929
ENSMUSG00000014547,509.9099804,-0.278349192,0.332043936,-0.838290243,0.401867714,0.836590253
ENSMUSG00000028420,141.4861805,0.264445593,0.315622789,0.837853292,0.402113104,0.836590253
ENSMUSG00000041718,133.3735332,0.166539018,0.198729051,0.838020496,0.402019192,0.836590253
ENSMUSG00000054942,270.9075817,-0.228785523,0.272873058,-0.83843207,0.401788084,0.836590253
ENSMUSG00000061046,168.4130595,0.198903073,0.23731875,0.838126245,0.401959805,0.836590253
ENSMUSG00000085687,16.16401996,-0.497132451,0.593276726,-0.837943625,0.402062366,0.836590253
ENSMUSG00000028745,2867.66717,-0.119967864,0.143246734,-0.837491098,0.402316579,0.836668648
ENSMUSG00000038848,1502.33092,0.113888118,0.135998051,0.83742463,0.402353926,0.836668648
ENSMUSG00000070371,20.69504944,-0.390926571,0.466720144,-0.837603811,0.402253252,0.836668648
ENSMUSG00000028649,10130.14802,0.298814628,0.356896427,0.837258672,0.402447184,0.836721758
ENSMUSG00000020485,1262.23769,-0.168848879,0.201716557,-0.837060086,0.402558794,0.836768285
ENSMUSG00000032641,50.29232629,-0.321336402,0.383924608,-0.836977873,0.402605006,0.836768285
ENSMUSG00000002771,69.91923642,0.388127514,0.46393005,0.836607835,0.40281304,0.836895362
ENSMUSG00000004207,4700.270742,-0.127828338,0.152810733,-0.836514133,0.402865729,0.836895362
ENSMUSG00000019866,2537.427887,0.222887431,0.266652889,0.835871052,0.403227449,0.836895362
ENSMUSG00000025956,93.76305621,-0.211086057,0.252463467,-0.836105355,0.403095636,0.836895362
ENSMUSG00000026675,175.6576166,0.207388018,0.248207027,0.835544506,0.403411199,0.836895362
ENSMUSG00000028948,1008.722547,-0.129085633,0.154474535,-0.835643446,0.403355519,0.836895362
ENSMUSG00000031431,4383.421501,-0.186746166,0.223303904,-0.836287064,0.402993429,0.836895362
ENSMUSG00000034327,276.9633773,0.175335567,0.209799327,0.835729883,0.40330688,0.836895362
ENSMUSG00000054484,200.4863818,-0.154378911,0.184713082,-0.835776811,0.403280474,0.836895362
ENSMUSG00000074656,1475.430838,-0.150290768,0.179727722,-0.836213616,0.40303474,0.836895362
ENSMUSG00000084111,178.9646723,-0.301586626,0.360845006,-0.835778856,0.403279324,0.836895362
ENSMUSG00000016206,680.8137511,0.150119303,0.179854093,0.834672707,0.403902013,0.836979001
ENSMUSG00000029201,480.4102606,-0.24434668,0.29263889,-0.834976787,0.403730778,0.836979001
ENSMUSG00000037742,141735.6884,0.179250695,0.21476647,0.834630727,0.403925656,0.836979001
ENSMUSG00000041341,1376.754243,0.125155819,0.149944469,0.834681127,0.403897271,0.836979001
ENSMUSG00000071757,3985.887653,0.265834588,0.318370014,0.834986261,0.403725444,0.836979001
ENSMUSG00000089683,22.48541437,0.469054234,0.56181032,0.83489786,0.40377522,0.836979001
ENSMUSG00000108393,27.04033393,-0.525651786,0.629801664,-0.834630672,0.403925687,0.836979001
ENSMUSG00000007617,1340.027581,0.25246563,0.302930228,0.833411811,0.404612516,0.837649961
ENSMUSG00000029001,41.88918986,0.414167443,0.496892961,0.833514408,0.404554675,0.837649961
ENSMUSG00000030750,324.1826767,-0.176362318,0.21154523,-0.833686101,0.404457893,0.837649961
ENSMUSG00000036323,1690.788864,0.087793141,0.105297604,0.833762003,0.404415111,0.837649961
ENSMUSG00000074749,108.5796483,-0.214812427,0.257774632,-0.833334243,0.404656249,0.837649961
ENSMUSG00000110598,57.51679834,0.245092948,0.293993461,0.833668025,0.404468081,0.837649961
ENSMUSG00000042228,344.4399235,0.300029262,0.360126412,0.833122071,0.404775887,0.837757263
ENSMUSG00000020821,612.6452303,-0.249311948,0.299369665,-0.832789613,0.404963394,0.838004973
ENSMUSG00000001128,103.6402544,-0.223380039,0.268473425,-0.832037804,0.405387607,0.8380407
ENSMUSG00000001157,518.9878983,-0.231017557,0.277474206,-0.832573091,0.405085541,0.8380407
ENSMUSG00000024542,1510.788332,0.152576819,0.183369685,0.83207221,0.405368187,0.8380407
ENSMUSG00000026820,151.185041,-0.163404366,0.19631585,-0.832354425,0.405208919,0.8380407
ENSMUSG00000034024,3891.853822,0.173510116,0.208477763,0.832271575,0.405255672,0.8380407
ENSMUSG00000086370,122.8230857,0.18103008,0.217464402,0.832458454,0.405150219,0.8380407
ENSMUSG00000017221,1493.793247,0.108177039,0.130064445,0.83171876,0.405567709,0.838041891
ENSMUSG00000020056,193.8999887,-0.232649581,0.279809537,-0.831456937,0.405715546,0.838041891
ENSMUSG00000022292,192.7318413,-0.280715313,0.337589592,-0.83152834,0.405675225,0.838041891
ENSMUSG00000025795,1752.258516,0.193760858,0.233081666,0.831300295,0.405804008,0.838041891
ENSMUSG00000034424,106.9949451,-0.301489783,0.362822892,-0.83095579,0.405998605,0.838041891
ENSMUSG00000035298,20.13447451,-0.507873204,0.611187813,-0.830960947,0.405995692,0.838041891
ENSMUSG00000057230,2916.685074,-0.177238232,0.213228631,-0.831212169,0.405853782,0.838041891
ENSMUSG00000087624,16.14301029,-0.442084727,0.531887151,-0.831162637,0.405881759,0.838041891
ENSMUSG00000103076,42.71583376,0.278696992,0.335230971,0.831358128,0.405771346,0.838041891
ENSMUSG00000017718,71.31758166,-0.30058033,0.362301422,-0.829641596,0.406741452,0.838107892
ENSMUSG00000019849,602.8586025,0.178832798,0.215360369,0.830388616,0.4063191,0.838107892
ENSMUSG00000021069,29.68562944,-0.516932745,0.622985812,-0.829766481,0.406670826,0.838107892
ENSMUSG00000027255,913.6855897,0.0999077,0.120261333,0.830754968,0.406112067,0.838107892
ENSMUSG00000033014,1229.979034,-0.212264461,0.255588286,-0.830493697,0.40625971,0.838107892
ENSMUSG00000033940,976.3557224,0.121971266,0.147109814,0.829117121,0.407038136,0.838107892
ENSMUSG00000035868,97.63246909,-0.374514195,0.451494093,-0.829499658,0.40682173,0.838107892
ENSMUSG00000039686,1357.954099,-0.251730611,0.303126579,-0.830447175,0.406286003,0.838107892
ENSMUSG00000041396,50.54548776,-0.349044968,0.42055004,-0.829972498,0.406554333,0.838107892
ENSMUSG00000041729,61.17234867,0.392451362,0.472851864,0.829966829,0.406557539,0.838107892
ENSMUSG00000045128,19213.72819,-0.227719295,0.274638594,-0.829159847,0.407013962,0.838107892
ENSMUSG00000045438,186.8977125,-0.169495544,0.204244741,-0.829864914,0.406615164,0.838107892
ENSMUSG00000046791,342.4148115,0.126852955,0.153000857,0.829099635,0.40704803,0.838107892
ENSMUSG00000059981,2033.074047,-0.190185757,0.229080671,-0.830213025,0.406418352,0.838107892
ENSMUSG00000085334,933.4622768,0.155052251,0.187003679,0.829140107,0.407025131,0.838107892
ENSMUSG00000110686,31.40536959,-0.402674967,0.485788772,-0.82890958,0.407155574,0.838189649
ENSMUSG00000024640,655.3797913,0.157681244,0.190493286,0.82775224,0.407810828,0.838654594
ENSMUSG00000029004,5686.562576,0.1091271,0.131843264,0.827703267,0.407838568,0.838654594
ENSMUSG00000032422,570.7093275,-0.230134174,0.277888729,-0.828152242,0.407584286,0.838654594
ENSMUSG00000043483,794.4885649,0.180081813,0.217553869,0.827757346,0.407807935,0.838654594
ENSMUSG00000052302,2477.357,0.195054077,0.235566019,0.828022982,0.407657485,0.838654594
ENSMUSG00000084866,96.27817347,0.239094105,0.288775635,0.827958026,0.407694271,0.838654594
ENSMUSG00000098021,39.92771838,-0.282247881,0.341014363,-0.827671535,0.407856544,0.838654594
ENSMUSG00000026463,6127.971311,0.242878568,0.293569874,0.827327973,0.408051193,0.838775668
ENSMUSG00000041225,526.4997748,-0.176865329,0.213766579,-0.827375961,0.408024002,0.838775668
ENSMUSG00000035045,26.47809631,0.436210983,0.527334436,0.827199881,0.408123779,0.838785331
ENSMUSG00000042851,137.0473061,-0.274279953,0.331961932,-0.826239177,0.408668428,0.839765026
ENSMUSG00000001211,1958.38756,-0.182595409,0.22110634,-0.825826204,0.408902687,0.840106685
ENSMUSG00000073705,19.81770151,-0.596569875,0.723094778,-0.825023072,0.409358492,0.840863373
ENSMUSG00000089636,66.02690464,-0.230644899,0.279590767,-0.824937467,0.409407094,0.840863373
ENSMUSG00000087034,16.57790788,-0.419238289,0.508408068,-0.824609826,0.409593141,0.841105676
ENSMUSG00000085793,210.4874436,-0.148890076,0.180607827,-0.824383301,0.4097218,0.84123007
ENSMUSG00000001441,1361.904363,-0.183678934,0.223215222,-0.822878171,0.410577277,0.841551364
